Agent_ID,Blueprint_Name,Agent_Name,Domain,Subdomain,Category,Level,Sector_Instance,Region,Priority,Complexity,Market_Size_USD_Bn,Carbon_Impact_GtCO2_per_year,Payback_Years,Development_Timeline,Description
GLA-00011,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Japan (Asset level),Industrial,Process Heat,Coordinator,Asset,GenericIndustrial,Japan,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Japan at the asset level to reduce emissions and operating cost.
GLA-00012,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Canada (Asset level),Industrial,Process Heat,Coordinator,Asset,GenericIndustrial,Canada,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Canada at the asset level to reduce emissions and operating cost.
GLA-00013,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Nordics (Asset level),Industrial,Process Heat,Coordinator,Asset,GenericIndustrial,Nordics,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Nordics at the asset level to reduce emissions and operating cost.
GLA-00014,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Australia (Asset level),Industrial,Process Heat,Coordinator,Asset,GenericIndustrial,Australia,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Australia at the asset level to reduce emissions and operating cost.
GLA-00015,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Brazil (Asset level),Industrial,Process Heat,Coordinator,Asset,GenericIndustrial,Brazil,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Brazil at the asset level to reduce emissions and operating cost.
GLA-00016,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Global (Site level),Industrial,Process Heat,Coordinator,Site,GenericIndustrial,Global,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Global at the site level to reduce emissions and operating cost.
GLA-00017,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in US (Site level),Industrial,Process Heat,Coordinator,Site,GenericIndustrial,US,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in US at the site level to reduce emissions and operating cost.
GLA-00018,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in EU (Site level),Industrial,Process Heat,Coordinator,Site,GenericIndustrial,EU,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in EU at the site level to reduce emissions and operating cost.
GLA-00019,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in UK (Site level),Industrial,Process Heat,Coordinator,Site,GenericIndustrial,UK,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in UK at the site level to reduce emissions and operating cost.
GLA-00020,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in China (Site level),Industrial,Process Heat,Coordinator,Site,GenericIndustrial,China,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in China at the site level to reduce emissions and operating cost.
GLA-00021,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in India (Site level),Industrial,Process Heat,Coordinator,Site,GenericIndustrial,India,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in India at the site level to reduce emissions and operating cost.
GLA-00022,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in SEAsia (Site level),Industrial,Process Heat,Coordinator,Site,GenericIndustrial,SEAsia,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in SEAsia at the site level to reduce emissions and operating cost.
GLA-00023,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in MENA (Site level),Industrial,Process Heat,Coordinator,Site,GenericIndustrial,MENA,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in MENA at the site level to reduce emissions and operating cost.
GLA-00024,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in LatAm (Site level),Industrial,Process Heat,Coordinator,Site,GenericIndustrial,LatAm,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in LatAm at the site level to reduce emissions and operating cost.
GLA-00025,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Africa (Site level),Industrial,Process Heat,Coordinator,Site,GenericIndustrial,Africa,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Africa at the site level to reduce emissions and operating cost.
GLA-00026,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Japan (Site level),Industrial,Process Heat,Coordinator,Site,GenericIndustrial,Japan,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Japan at the site level to reduce emissions and operating cost.
GLA-00027,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Canada (Site level),Industrial,Process Heat,Coordinator,Site,GenericIndustrial,Canada,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Canada at the site level to reduce emissions and operating cost.
GLA-00028,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Nordics (Site level),Industrial,Process Heat,Coordinator,Site,GenericIndustrial,Nordics,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Nordics at the site level to reduce emissions and operating cost.
GLA-00029,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Australia (Site level),Industrial,Process Heat,Coordinator,Site,GenericIndustrial,Australia,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Australia at the site level to reduce emissions and operating cost.
GLA-00030,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Brazil (Site level),Industrial,Process Heat,Coordinator,Site,GenericIndustrial,Brazil,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Brazil at the site level to reduce emissions and operating cost.
GLA-00031,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Global (Fleet level),Industrial,Process Heat,Coordinator,Fleet,GenericIndustrial,Global,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Global at the fleet level to reduce emissions and operating cost.
GLA-00032,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in US (Fleet level),Industrial,Process Heat,Coordinator,Fleet,GenericIndustrial,US,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in US at the fleet level to reduce emissions and operating cost.
GLA-00033,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in EU (Fleet level),Industrial,Process Heat,Coordinator,Fleet,GenericIndustrial,EU,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in EU at the fleet level to reduce emissions and operating cost.
GLA-00034,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in UK (Fleet level),Industrial,Process Heat,Coordinator,Fleet,GenericIndustrial,UK,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in UK at the fleet level to reduce emissions and operating cost.
GLA-00035,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in China (Fleet level),Industrial,Process Heat,Coordinator,Fleet,GenericIndustrial,China,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in China at the fleet level to reduce emissions and operating cost.
GLA-00036,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in India (Fleet level),Industrial,Process Heat,Coordinator,Fleet,GenericIndustrial,India,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in India at the fleet level to reduce emissions and operating cost.
GLA-00037,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in SEAsia (Fleet level),Industrial,Process Heat,Coordinator,Fleet,GenericIndustrial,SEAsia,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in SEAsia at the fleet level to reduce emissions and operating cost.
GLA-00038,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in MENA (Fleet level),Industrial,Process Heat,Coordinator,Fleet,GenericIndustrial,MENA,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in MENA at the fleet level to reduce emissions and operating cost.
GLA-00039,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in LatAm (Fleet level),Industrial,Process Heat,Coordinator,Fleet,GenericIndustrial,LatAm,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in LatAm at the fleet level to reduce emissions and operating cost.
GLA-00040,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Africa (Fleet level),Industrial,Process Heat,Coordinator,Fleet,GenericIndustrial,Africa,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Africa at the fleet level to reduce emissions and operating cost.
GLA-00041,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Japan (Fleet level),Industrial,Process Heat,Coordinator,Fleet,GenericIndustrial,Japan,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Japan at the fleet level to reduce emissions and operating cost.
GLA-00042,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Canada (Fleet level),Industrial,Process Heat,Coordinator,Fleet,GenericIndustrial,Canada,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Canada at the fleet level to reduce emissions and operating cost.
GLA-00043,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Nordics (Fleet level),Industrial,Process Heat,Coordinator,Fleet,GenericIndustrial,Nordics,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Nordics at the fleet level to reduce emissions and operating cost.
GLA-00044,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Australia (Fleet level),Industrial,Process Heat,Coordinator,Fleet,GenericIndustrial,Australia,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Australia at the fleet level to reduce emissions and operating cost.
GLA-00045,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Brazil (Fleet level),Industrial,Process Heat,Coordinator,Fleet,GenericIndustrial,Brazil,P0,High,6,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Brazil at the fleet level to reduce emissions and operating cost.
GLA-00046,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Global (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,GenericIndustrial,Global,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Global at the portfolio level to reduce emissions and operating cost.
GLA-00047,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in US (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,GenericIndustrial,US,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in US at the portfolio level to reduce emissions and operating cost.
GLA-00048,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in EU (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,GenericIndustrial,EU,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in EU at the portfolio level to reduce emissions and operating cost.
GLA-00049,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in UK (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,GenericIndustrial,UK,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in UK at the portfolio level to reduce emissions and operating cost.
GLA-00050,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in China (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,GenericIndustrial,China,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in China at the portfolio level to reduce emissions and operating cost.
GLA-00051,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in India (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,GenericIndustrial,India,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in India at the portfolio level to reduce emissions and operating cost.
GLA-00052,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in SEAsia (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,GenericIndustrial,SEAsia,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in SEAsia at the portfolio level to reduce emissions and operating cost.
GLA-00053,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in MENA (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,GenericIndustrial,MENA,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in MENA at the portfolio level to reduce emissions and operating cost.
GLA-00054,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in LatAm (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,GenericIndustrial,LatAm,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in LatAm at the portfolio level to reduce emissions and operating cost.
GLA-00055,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Africa (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,GenericIndustrial,Africa,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Africa at the portfolio level to reduce emissions and operating cost.
GLA-00056,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Japan (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,GenericIndustrial,Japan,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Japan at the portfolio level to reduce emissions and operating cost.
GLA-00057,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Canada (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,GenericIndustrial,Canada,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Canada at the portfolio level to reduce emissions and operating cost.
GLA-00058,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Nordics (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,GenericIndustrial,Nordics,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Nordics at the portfolio level to reduce emissions and operating cost.
GLA-00059,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Australia (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,GenericIndustrial,Australia,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Australia at the portfolio level to reduce emissions and operating cost.
GLA-00060,Industrial Process Heat Coordinator,Process Heat Coordinator for GenericIndustrial in Brazil (Portfolio level),Industrial,Process Heat,Coordinator,Portfolio,GenericIndustrial,Brazil,P0,High,8,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for GenericIndustrial in Brazil at the portfolio level to reduce emissions and operating cost.
GLA-00061,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in Global (Asset level),Industrial,Process Heat,Coordinator,Asset,Steel,Global,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in Global at the asset level to reduce emissions and operating cost.
GLA-00062,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in US (Asset level),Industrial,Process Heat,Coordinator,Asset,Steel,US,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in US at the asset level to reduce emissions and operating cost.
GLA-00063,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in EU (Asset level),Industrial,Process Heat,Coordinator,Asset,Steel,EU,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in EU at the asset level to reduce emissions and operating cost.
GLA-00064,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in UK (Asset level),Industrial,Process Heat,Coordinator,Asset,Steel,UK,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in UK at the asset level to reduce emissions and operating cost.
GLA-00065,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in China (Asset level),Industrial,Process Heat,Coordinator,Asset,Steel,China,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in China at the asset level to reduce emissions and operating cost.
GLA-00066,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in India (Asset level),Industrial,Process Heat,Coordinator,Asset,Steel,India,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in India at the asset level to reduce emissions and operating cost.
GLA-00067,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in SEAsia (Asset level),Industrial,Process Heat,Coordinator,Asset,Steel,SEAsia,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in SEAsia at the asset level to reduce emissions and operating cost.
GLA-00068,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in MENA (Asset level),Industrial,Process Heat,Coordinator,Asset,Steel,MENA,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in MENA at the asset level to reduce emissions and operating cost.
GLA-00069,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in LatAm (Asset level),Industrial,Process Heat,Coordinator,Asset,Steel,LatAm,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in LatAm at the asset level to reduce emissions and operating cost.
GLA-00070,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in Africa (Asset level),Industrial,Process Heat,Coordinator,Asset,Steel,Africa,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in Africa at the asset level to reduce emissions and operating cost.
GLA-00071,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in Japan (Asset level),Industrial,Process Heat,Coordinator,Asset,Steel,Japan,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in Japan at the asset level to reduce emissions and operating cost.
GLA-00072,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in Canada (Asset level),Industrial,Process Heat,Coordinator,Asset,Steel,Canada,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in Canada at the asset level to reduce emissions and operating cost.
GLA-00073,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in Nordics (Asset level),Industrial,Process Heat,Coordinator,Asset,Steel,Nordics,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in Nordics at the asset level to reduce emissions and operating cost.
GLA-00074,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in Australia (Asset level),Industrial,Process Heat,Coordinator,Asset,Steel,Australia,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in Australia at the asset level to reduce emissions and operating cost.
GLA-00075,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in Brazil (Asset level),Industrial,Process Heat,Coordinator,Asset,Steel,Brazil,P0,High,2,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in Brazil at the asset level to reduce emissions and operating cost.
GLA-00076,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in Global (Site level),Industrial,Process Heat,Coordinator,Site,Steel,Global,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in Global at the site level to reduce emissions and operating cost.
GLA-00077,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in US (Site level),Industrial,Process Heat,Coordinator,Site,Steel,US,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in US at the site level to reduce emissions and operating cost.
GLA-00078,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in EU (Site level),Industrial,Process Heat,Coordinator,Site,Steel,EU,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in EU at the site level to reduce emissions and operating cost.
GLA-00079,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in UK (Site level),Industrial,Process Heat,Coordinator,Site,Steel,UK,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in UK at the site level to reduce emissions and operating cost.
GLA-00080,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in China (Site level),Industrial,Process Heat,Coordinator,Site,Steel,China,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in China at the site level to reduce emissions and operating cost.
GLA-00081,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in India (Site level),Industrial,Process Heat,Coordinator,Site,Steel,India,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in India at the site level to reduce emissions and operating cost.
GLA-00082,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in SEAsia (Site level),Industrial,Process Heat,Coordinator,Site,Steel,SEAsia,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in SEAsia at the site level to reduce emissions and operating cost.
GLA-00083,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in MENA (Site level),Industrial,Process Heat,Coordinator,Site,Steel,MENA,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in MENA at the site level to reduce emissions and operating cost.
GLA-00084,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in LatAm (Site level),Industrial,Process Heat,Coordinator,Site,Steel,LatAm,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in LatAm at the site level to reduce emissions and operating cost.
GLA-00085,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in Africa (Site level),Industrial,Process Heat,Coordinator,Site,Steel,Africa,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in Africa at the site level to reduce emissions and operating cost.
GLA-00086,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in Japan (Site level),Industrial,Process Heat,Coordinator,Site,Steel,Japan,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in Japan at the site level to reduce emissions and operating cost.
GLA-00087,Industrial Process Heat Coordinator,Process Heat Coordinator for Steel in Canada (Site level),Industrial,Process Heat,Coordinator,Site,Steel,Canada,P0,High,4,2.5,02-May,Q1 2026,AI coordinator agent that optimizes process heat in the industrial sector for Steel in Canada at the site level to reduce emissions and operating cost.
